objectid,title,designer,artist,publisher,year,description,game_link,catalog_link,catalog_description,call_number,video_link,video_extra,rules_link,supplement_link,game_printables_link,players_min,players_max,players_recommended,recommended_age,playing_time,Playing time Less that 30 min,Playing time from 30 min up to an hour,Playing time From 1 hour up to 2 hours,Playing time 2 hours or more,theme,mechanics,awards,Awards_without_year,award_winner,original_link,old_table_img,game_image_link,filename_old,image_filename,image_small,image_thumb,display_template
games_0067,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,Suzanne Goldberg; Gary Grady; Jérôme Ropert,,Space Cowboys,2016,"Have you ever had the desire to walk the streets of Victorian London with Sherlock Holmes in search of Jack the Ripper? To solve cases in the West End? To walk up Baker Street as the fog is rolling in and hear Holmes cry out, ""Come, Watson, come! The game is afoot!""? Now you can!",https://www.spacecowboys.fr/jack-the-ripper,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996228613101851,"Sherlock Holmes consulting detective : Jack the Ripper & West End adventures by Gary Grady, Suzanne Goldberg, Jerome Ropert Call Number: Board Games Shelf (First Floor) GAME SHERLOCK HOLMES CONSULTING DETECTIVE Publication Date: 2018 Solve 10 mysteries in Victorian London! Sherlock Homes Consulting Detective is a cooperative game, where the players try to solve mysterious cases by interviewing suspects, searching newspapers and walking the streets for clues. Once you have completed your investigation, compare your detective skills to the master sleuth himself, Sherlock Homes. Jack the Ripper & West End Adventures is a standalone game.",Board Games Shelf (First Floor) GAME SHERLOCK HOLMES CONSULTING DETECTIVE,https://youtu.be/M21FZWteMLA,,https://libguides.uidaho.edu/ld.php?content_id=47470560,,,1,8,2,14,1-2 hours,FALSE,FALSE,TRUE,TRUE,Sherlock Holmes; Mystery; Puzzle; Spies/Secret Agents,Critical Thinking; Deduction; Storytelling; Cooperative,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6468493,,https://libapps.s3.amazonaws.com/accounts/182919/images/Sherlock_Holmes.jpg,Sherlock_Holmes.jpg,games_0067.jpg,https://objects.lib.uidaho.edu/games/small/games_0067_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0067_th.jpg,game
games_0068,Skip-bo,"Hazel ""Skip"" Bowman",,Mattel Games,1967,"Each player is dealt a stockpile of 30 cards. The winner will be whoever manages to empty their stockpile first. Cards are played onto four shared building piles in numerical sequence from 1 to 12. On each turn, a player draws until they have five cards in their hand, and then plays cards from: their hand, a top card of their discard piles, or their stockpile. At the end of their turn, a player must discard onto one of their four personal discard piles. Strategy involves the organizing of cards into the discard piles, care in not setting up the next players for good plays, knowing when to play from which option, and especially the timing of playing a valuable ""Skip-bo"" wildcard.",https://www.wikihow.com/Play-Skip-Bo,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996485043401851,,,https://youtu.be/Z-b_XTnMRck?start=63,,https://service.mattel.com/instruction_sheets/42050.pdf,,,2,6,4,6,20 min,TRUE,FALSE,FALSE,FALSE,Card Game,Hand Management,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=9073022,,https://libapps.s3.amazonaws.com/accounts/182919/images/Skipbo.jpg,Skipbo.jpg,games_0068.jpg,https://objects.lib.uidaho.edu/games/small/games_0068_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0068_th.jpg,game
games_0069,Small World,Philippe Keyaerts,,Days of Wonder,2009,"Small World is a zany, light-hearted civilization game in which 2-5 players vie for conquest and control of a board that is simply too small to accommodate them all. Picking the right combination of fantasy races and unique special powers, players must rush to expand their empires - often at the expense of weaker neighbors. Yet they must also know when to push their own over-extended civilization into decline and ride a new one to victory.",https://boardgamegeek.com/boardgame/40692/small-world,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466187601851,"Smallworld, it's a world of slaughter, after all! by Philippe Keyaerts, Miguel Coimbra, Cyrille Daujean Call Number: Board Games Shelf (First Floor) GAME SMALLWORLD Publication Date: 2018 Small world is a fun, zany, light-hearted civilization game in which 2-5 players vie for conquest and control of a board that is simply too small to accommodate them all. Picking the right combination of fantasy races and unique special powers, players must rush to expand their empires - often at the expense of weaker neighbors. Yet they must also know when to push their own overextended civilization into decline to ride a new one to victory",Board Games Shelf (First Floor) GAME SMALLWORLD,https://youtu.be/ibzqvd3b1Yg,,https://cdn1.daysofwonder.com/smallworld/en/img/sw_rules_2015_en.pdf,,,2,5,4,8,40-80 min,FALSE,TRUE,TRUE,FALSE,Fantasy; Fighting; Territory Building,Area Majority; Area Movement; Dice Rolling; Hidden Victory Points; Variable Player Powers,2013 Gra Roku Game of the Year Winner; 2013 Gra Roku Game of the Year Nominee; 2011 Ludoteca Ideale Official Selection Winner; 2010 JoTa Best Wargame Nominee; 2010 JoTa Best Wargame Critic Award; 2010 JoTa Best Wargame Audience Award; 2010 JoTa Best Family Board Game Nominee; 2010 JoTa Best Family Board Game Critic Award; 2010 JoTa Best Family Board Game Audience Award; 2010 JoTa Best Artwork Nominee; 2010 Guldbrikken Special Jury Prize; 2010 Gouden Ludo Nominee; 2010 Golden Geek Best Wargame Nominee; 2010 Golden Geek Best Strategy Board Game Nominee; 2010 Golden Geek Best Family Board Game Nominee; 2010 Golden Geek Best Board Game Artwork/Presentation Nominee; 2010 Games Magazine Game of the Year Winner; 2010 Boardgames Australia Awards Best International Game Nominee; 2010 As d'Or - Jeu de l'Année Prix du Jury Winner; 2010 As d'Or - Jeu de l'Année Nominee; 2009 Tric Trac Nominee; 2009 Tric Trac d'Or; 2009 Spiel der Spiele Hit für Experten Recommended; 2009 Meeples' Choice Award; 2009 Japan Boardgame Prize Voters' Selection Nominee; 2009 International Gamers Awards - General Strategy; Multi-player Nominee; 2009 Golden Geek Best Wargame Nominee; 2009 Golden Geek Best Gamers' Board Game Nominee; 2009 Golden Geek Best Family Board Game Nominee; 2009 Golden Geek Best Board Game Artwork/Presentation Nominee,As d'Or; As d'Or; Boardgames Australia Awards; Games Magazine; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Golden Geek; Gouden Ludo; Gra Roku; Guldbrikken; International Gamers Award; Japan Boardgame Prize; JoTa Best; JoTa Best; JoTa Best; JoTa Best; JoTa Best; JoTa Best; JoTa Best; Ludoteca Ideale; Meeples' Choice; Spiel der Spiele; Tric Trac; Tric Trac,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435182,https://libapps.s3.amazonaws.com/accounts/36473/images/small_world.PNG,https://libapps.s3.amazonaws.com/accounts/182919/images/Small_World.jpeg,Small_World.jpeg,games_0069.jpg,https://objects.lib.uidaho.edu/games/small/games_0069_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0069_th.jpg,game
games_0070,Sorry,"Paul T. Haskell, Jr.; William Henry Storey",,Hasbro,1929,"Race your four game pieces from Start around the board to your Home in this Pachisi type game. By turning over a card from the draw deck and following its instructions, players move their pieces around the game board, switch places with players, and knock opponents' pieces off the track and back to their Start position. Slides are located at various places around the game board. When a player's piece lands at the beginning of one of these slides not of its own color, it automatically advances to the end, removing any piece on the slide and sending it back to Start.",https://boardgamegeek.com/boardgame/2407/sorry,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466188201851,"Sorry! : the game of sweet revenge by Hasbro, Inc. ; Parker Brothers. Call Number: Board Games Shelf (First Floor) GAME SORRY! Publication Date: 2005 The object of the game is to be the first player to get all four of your pawns from your color ""Start"" to your color ""Home.""",Board Games Shelf (First Floor) GAME SORRY!,https://youtu.be/uMdylyrST6w,,https://www.hasbro.com/common/instruct/sorry.pdf,,,2,4,4,4,30 min,FALSE,TRUE,FALSE,FALSE,Children's Game,Roll/Spin to Move; Take That,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=8864036,,https://libapps.s3.amazonaws.com/accounts/182919/images/Sorry.jpg,Sorry.jpg,games_0070.jpg,https://objects.lib.uidaho.edu/games/small/games_0070_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0070_th.jpg,game
games_0071,Splendor,Marc André,,Space Cowboys,2014,"As a wealthy Renaissance merchant, acquire mines and transportation, hire artisans and woo the nobility. Create the most fantastic jewelry to become the best-known merchant of them all! Acquire precious stones to trade them for development cards. Use development cards to acquire more gem stones. Use your gems and gold to create the most fantastic jewelry, and appeal to the nobles to gain the prestige you need to win.",https://boardgamegeek.com/boardgame/148228/splendor,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996291712101851,"Splendor by Marc André, Pascal Quidault, JD Editions/Space Cowboys,Asmodee Call Number: Board Games Shelf GAME SPLENDOR Publication Date: 2017 Players take on the role of a rich merchant during the Renaissance. Players choose tokens, purchase development cards, earns bonuses, and receive visits from noblemen in order to earn prestige points. Games ends when a player reaches 15 prestige points.",Board Games Shelf GAME SPLENDOR,https://youtu.be/rue8-jvbc9I,,https://cdn.1j1ju.com/medias/7f/91/ba-splendor-rulebook.pdf,,,2,4,3,8,30 min,FALSE,TRUE,FALSE,FALSE,Economic; Renaissance,Open Drafting; Set Collection,2016 MinD-Spielepreis Short Game Winner; 2016 MinD-Spielepreis Short Game Nominee; 2015 Origins Awards Best Card Game Nominee; 2015 Nederlandse Spellenprijs Best Family Game Winner; 2015 Nederlandse Spellenprijs Best Family Game Nominee; 2015 Hungarian Board Game Award Nominee; 2015 Hra roku Winner; 2015 Guldbrikken Best Family Game Winner; 2015 Guldbrikken Best Family Game Nominee; 2015 Gra Roku Game of the Year Winner; 2015 Gra Roku Game of the Year Nominee; 2015 Gioco dell’Anno Nominee; 2015 As d'Or - Jeu de l'Année Nominee; 2015 Årets Spill Best Family Game Winner; 2015 Årets Spill Best Family Game Nominee; 2014 Vuoden Peli Adult Game of the Year Nominee; 2014 Vuoden Peli Adult Game of the Year; 2014 UK Games Expo Best New Boardgame Winner; 2014 Tric Trac Nominee; 2014 Tric Trac de Bronze; 2014 Spiel des Jahres Nominee; 2014 Meeples' Choice Winner; 2014 Meeples' Choice Nominee; 2014 Lys Grand Public Finalist; 2014 Juego del Año Recommended; 2014 Jocul Anului în România Beginners Finalist; 2014 Japan Boardgame Prize Voters' Selection Winner; 2014 Japan Boardgame Prize U-more Award Nominee; 2014 Golden Geek Board Game of the Year Winner; 2014 Golden Geek Board Game of the Year Nominee; 2014 Golden Geek Best Family Board Game Winner; 2014 Golden Geek Best Family Board Game Nominee; 2014 Golden Geek Best Board Game Artwork & Presentation Nominee; 2014 Board Game Quest Awards Best Family Game Winner; 2014 Board Game Quest Awards Best Family Game Nominee,As d'Or; Board Game Quest Awards; Gioco dell’Anno; Golden Geek; Golden Geek; Golden Geek; Gra Roku; Guldbrikken; Hra roku; Hungarian Board Game Award; Japan Boardgame Prize; Japan Boardgame Prize; Jocul Anului; Juego del Año; Lys; Meeples' Choice; MinD-Spielepreis; Nederlandse Spellenprijs; Origins Awards; Spiel des Jahres; Tric Trac; Tric Trac; UK Games Expo; Vuoden Peli; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435183,https://libapps.s3.amazonaws.com/accounts/39522/images/splendor_table.PNG,https://libapps.s3.amazonaws.com/accounts/39522/images/splendor_box.jpg,splendor_box.jpg,games_0071.jpg,https://objects.lib.uidaho.edu/games/small/games_0071_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0071_th.jpg,game
games_0072,Stratego,Jacques Johan Mogendorff,,Play Monster,1946,"The gameboard is your battlefield. You have an army of men at your disposal and six bombs. Your mission--protect your flag and capture your opponent's flag. Secretly place your men, bombs, and flag on the gameboard with these objectives in mind. But remember your opponent is doing the same thing, so you must plan a defense as well as an offense. Once the armies are in place, advance your men. When you're one space away from an enemy, attack. You and your opponent declare ranks. The lower-ranking man is captured and out of play. You control your pieces and risk your men in battles where the strength of your enemy is unknown. The suspense builds as your men move deeper into enemy territory. Move with caution and courage. The next piece you attack could be a bomb. And when attacked, it could ""blast"" your man off the board and out of play. The first to capture an enemy flag is the winner!",https://boardgamegeek.com/boardgame/1917/stratego,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996486147301851,,Board Games Shelf (First Floor) ; GAME STRATEGO,https://youtu.be/3R7d0A9ymwQ?start=63,,https://www.hasbro.com/common/instruct/Stratego.PDF,,,2,2,2,8,45 min,FALSE,TRUE,FALSE,FALSE,Bluffing; Fighting; Deduction; Memory; Napoleonic,Memory; Secret Unit Deployment; Grid Movement,2016/Fall Parents' Choice Classic Award Winner,Parents' Choice,true,https://libguides.uidaho.edu/c.php?g=894824&p=9073046,,https://libapps.s3.amazonaws.com/accounts/182919/images/Stratego.jpg,Stratego.jpg,games_0072.jpg,https://objects.lib.uidaho.edu/games/small/games_0072_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0072_th.jpg,game
games_0073,Sushi-Go! Party,Phil Walker-Harding,,Gamewright,2016,"Description from the publisher: Sushi Go Party!, an expanded version of the best-selling card game Sushi Go!, is a party platter of mega maki, super sashimi, and endless edamame. You still earn points by picking winning sushi combos, but now you can customize each game by choosing à la carte from a menu of more than twenty delectable dishes. What's more, up to eight players can join in on the sushi-feast. Let the good times roll!",https://boardgamegeek.com/boardgame/192291/sushi-go-party,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996291711501851,"Sushi go party! : the deluxe pick and pass card game by Phil Walker-Harding, Nan Rangsima, Gamewright Call Number: Board Games Shelf GAME SUSHI GO PARTY Publication Date: 2016 It's a party platter of mega maki, super sashimi, and endless edamame in this expanded version of the best-selling card game. You still earn points by picking winning sushi combos, but now you can customize each game by choosing a la carte from a menu of more than 20 delectable dishes. What's more, up to 8 players can join in on the sushi-feast let the good times roll!",Board Games Shelf GAME SUSHI GO PARTY,https://youtu.be/vr2Qc7LwpYg,,https://gamewright.com/pdfs/Rules/SushiGoPartyTM-RULES.pdf,,,2,8,4; 5,8,20 min,TRUE,FALSE,FALSE,FALSE,Card Game; Party Game,Closed Drafting; Hand Management; Set Collection; Simultaneous Action Selection,2022 Tric Trac Famille Nominee; 2020 Gra Roku Game of the Year Nominee; 2020 Gra Roku Best Party Game Winner; 2020 Gra Roku Best Party Game Nominee; 2017 UK Games Expo Best Family Game Winner; 2017 Juego del Año Recommended; 2016 Golden Geek Best Card Game Nominee; 2016 Board Game Quest Awards Best Family Game Nominee,Board Game Quest Awards; Golden Geek; Gra Roku; Gra Roku; Juego del Año; Tric Trac; UK Games Expo,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435156,https://s3.amazonaws.com/libapps/accounts/39522/images/sushigo_game_chart.PNG,https://s3.amazonaws.com/libapps/accounts/39522/images/SushiGo_Party.jpg,SushiGo_Party.jpg,games_0073.jpg,https://objects.lib.uidaho.edu/games/small/games_0073_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0073_th.jpg,game
games_0074,Ticket to Ride,Alan R. Moon,,Days of Wonder,2004,"Ticket to Ride is a cross-country train adventure game. Players collect train cards that enable them to claim railway routes connecting cities throughout North America. The further the cities are from each other on the destination tickets, the more points you’ll get by connecting them.",https://boardgamegeek.com/boardgame/9209/ticket-ride,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214410501851,"Ticket to ride : the cross-country train adventure game! by Alan R. Moon, Julien Delval, Days of Wonder, Inc. Call Number: Board Game Shelf GAME TICKET TO RIDE Publication Date: 2015 Players attempt to gain the most points through claiming routes and completing paths of routes through North America.",Board Game Shelf GAME TICKET TO RIDE,https://youtu.be/qHmf1bau9xQ,,https://www.daysofwonder.com/tickettoride/en/usa/,,,2,5,4,8,30-60 min,FALSE,TRUE,TRUE,FALSE,Trains,Connections; Set Collection; Hand Management; End Game Bonuses; Open Drafting; Push Your Luck,2010 Hungarian Board Game Award Nominee; 2008 Ludoteca Ideale Official Selection Winner; 2008 Gra Roku Game of the Year Nominee; 2006 Japan Boardgame Prize Best Japanese Game Winner; 2006 Japan Boardgame Prize Best Japanese Game Nominee; 2006 Hra roku Winner; 2006 Hra roku Nominee; 2005 Vuoden Peli Family Game of the Year Winner; 2005 Vuoden Peli Family Game of the Year Nominee; 2005 Juego del Año Winner; 2005 Juego del Año Finalist; 2005 Diana Jones Award for Excellence in Gaming Winner; 2005 Diana Jones Award for Excellence in Gaming Nominee; 2005 As d'Or - Jeu de l'Année Winner; 2005 As d'Or - Jeu de l'Année Nominee; 2005 Årets Spill Best Family Game Nominee; 2005 Årets Spel Best Family Game Winner; 2004 Tric Trac Nominee; 2004 Spiel des Jahres Winner; 2004 Spiel des Jahres Nominee; 2004 Origins Awards Best Board Game Winner; 2004 Nederlandse Spellenprijs Nominee; 2004 Meeples' Choice Award; 2004 Japan Boardgame Prize Best Advanced Game Winner; 2004 Japan Boardgame Prize Best Advanced Game Nominee; 2004 International Gamers Awards - General Strategy; Multi-player Nominee,As d'Or; Diana Jones Award; Gra Roku; Hra roku; Hungarian Board Game Award; International Gamers Award; Japan Boardgame Prize; Japan Boardgame Prize; Juego del Año; Ludoteca Ideale; Meeples' Choice; Nederlandse Spellenprijs; Origins Awards; Spiel des Jahres; Tric Trac; Vuoden Peli; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435158,https://s3.amazonaws.com/libapps/accounts/39522/images/ticket_to_ride_chart.PNG,https://cf.geekdo-images.com/-7kWI_TKVJ9M3DLFdPTfky18324=/fit-in/246x300/pic38668.jpg,pic38668.jpg,games_0074.jpg,https://objects.lib.uidaho.edu/games/small/games_0074_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0074_th.jpg,game
games_0075,Ticket to Ride: Europe,Alan R. Moon,,Days of Wonder,2005,"Ticket to Ride: Europe takes you on a new train adventure across Europe. From Edinburgh to Constantinople and from Lisbon to Moscow, you'll visit great cities of turn-of-the-century Europe. Like the original Ticket to Ride, the game remains elegantly simple, can be learned in 5 minutes, and appeals to both families and experienced gamers. Ticket to Ride: Europe is a complete, new game and does not require the original version.",https://boardgamegeek.com/boardgame/9209/ticket-ride,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214411001851,"Ticket to ride: Europe by Alan R. Moon, Julien Deval, Days of Wonder, Inc. Call Number: Board Game Shelf GAME TICKET TO RIDE:EUROPE Publication Date: 2004-2016 Players collect cards of various types of train cars, and use them to build stations, pass through tunnels and onto ferries, and lay claim to railway routes throughout Europe. -- from container.",Board Game Shelf GAME TICKET TO RIDE:EUROPE,https://youtu.be/yPWqKkMKz3E,,https://cdn0.daysofwonder.com/tickettoride/en/img/te_rules_2015_en.pdf,,,2,5,4,8,30-60 min,FALSE,TRUE,TRUE,FALSE,Trains; Europe,Connections; Set Collection; Hand Management; End Game Bonuses; Open Drafting; Push Your Luck,2013 Hungarian Board Game Award Special Prize Winner; 2006 Golden Geek Best Family Board Game Nominee; 2006 Årets Spill Best Family Game Winner; 2006 Årets Spill Best Family Game Nominee; 2005 Japan Boardgame Prize Best Advanced Game Nominee; 2005 International Gamers Awards - General Strategy; Multi-player,Golden Geek; Hungarian Board Game Award; International Gamers Award; Japan Boardgame Prize; Årets Spill,true,https://libguides.uidaho.edu/c.php?g=894824&p=6435159,https://libapps.s3.amazonaws.com/accounts/39522/images/ticket_to_ride_europe_chart.PNG,https://libapps.s3.amazonaws.com/accounts/39522/images/ticket_to_ride_europe_box.jpg,ticket_to_ride_europe_box.jpg,games_0075.jpg,https://objects.lib.uidaho.edu/games/small/games_0075_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0075_th.jpg,game
games_0076,Ultimate Werewolf,Ted Alspach,,Bézier Games,2014,"Ultimate Werewolf is an interactive game of deduction for two teams: Villagers and Werewolves. The Villagers do not know who the Werewolves are, and the Werewolves are trying to remain undiscovered while they slowly eliminate the Villagers one at a time. A Moderator (who is not on a team) runs the game",https://beziergames.com/collections/all-uw-titles/products/one-night-ultimate-werewolf,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214410701851,"Ultimate Werewolf by Ted Alspach, Sanjana Baijnath, Bezier Games Call Number: Board Game Shelf GAME ULTIMATE WEREWOLF Publication Date: 2015 ""Ultimate Werewolf is the ultimate party game for anywheret from 5 to 75 players of all ages. Each player has an agenda: as a villager, hunt down the werewolves; as a werewolf, convince the other villagers that you're innocent, while secretly eliminating those same villagers each night. Dozens of special roles are available to help both the villagers and the werewolves achieve their goals while thwarting their opponents. Contents: More than 40 unique roles, 18 differttscenarios to allow groups of all sizes and experience levels to quickly get up and running, a set of 78 fully illustrated cards, a moderator scorepad to keep track of games, and a comprehensive game guide with pages full of insights, tips and strategies.""--Container.",Board Game Shelf GAME ULTIMATE WEREWOLF,https://youtu.be/GaBZgOuuH5o,,https://libguides.uidaho.edu/ld.php?content_id=47225897,,,5,30,10; 11; 12,10,30- 90 min,FALSE,TRUE,TRUE,FALSE,Bluffing; Card Game; Deduction; Party Game; Fantasy; Horror; Mystery; Negotiation,Hidden Role; Role Playing; Storytelling; Team-Based; Traitor; Voting; Variable Player Powers,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6435187,https://libapps.s3.amazonaws.com/accounts/36473/images/game_information_werewolf_FSCJ.PNG,https://libapps.s3.amazonaws.com/accounts/36473/images/ultimate_werewolf_FSCJ.PNG,ultimate_werewolf_FSCJ.PNG,games_0076.jpg,https://objects.lib.uidaho.edu/games/small/games_0076_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0076_th.jpg,game
games_0077,Unlock! Mystery Adventures – The Nautilus' Traps,Arnaud Ladagnous,,Space Cowboys,2017,"The Nautilus’ Traps brings you to the bottom of the sea. When a sea monster attacks your submarine at the outset of the adventure, it's up to you to make your way through the depths and back to the surface if you're going to escape…before your oxygen runs out. Unlock! is a series of escape adventures for up to six players. With one hour on the clock, players work through a deck of sixty cards as a team, searching for clues, combining objects, and solving puzzles. The free Unlock! companion app runs the timer while also providing clues, offering hints, and confirming successes. Once the team has reached a solution and entered the correct code into the app, they will escape and win the game!",https://boardgamegeek.com/boardgame/230304/unlock-mystery-adventures-nautilus-traps,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996466187201851,"Unlock! mystery adventures : the Nautilus' traps by Arnaud Ladagnous, Florian de Gesincourt, Arnaud Demaegd Call Number: Board Games Shelf (First Floor) GAME UNLOCK! MYSTERY ADVENTURES THE NAUTILUS' TRAPS Publication Date: 2018 Hunted down by a sea monster during a dive, you find shelter when you open an old hatch. Find a way to resurface!",Board Games Shelf (First Floor) GAME UNLOCK! MYSTERY ADVENTURES THE NAUTILUS' TRAPS,https://youtu.be/dQ1sIVVVkKc?start=63,,https://cdn.1j1ju.com/medias/b4/12/aa-unlock-mystery-adventures-rulebook.pdf,,,1,6,2; 3,12,1 hour,FALSE,FALSE,TRUE,FALSE,Card Game; Exploration; Puzzle; Real-time; Mystery,Cooperative; Storytelling,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=8863888,,https://libapps.s3.amazonaws.com/accounts/182919/images/unlock_nautilus.jpg,unlock_nautilus.jpg,games_0077.jpg,https://objects.lib.uidaho.edu/games/small/games_0077_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0077_th.jpg,game
games_0078,Uno,Merle Robbins,,Mattel Games,1971,UNO is the classic card game that’s easy to pick up and impossible to put down! Players take turns matching a card in their hand with the current card shown on top of the deck either by color or number. Special action cards deliver game-changing moments as they help you defeat your opponents.,https://boardgamegeek.com/boardgame/2223/uno,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996214410301851,"UNO Card Game. by Mattel, Inc. Call Number: Board Game Shelf GAME UNO CARD GAME Publication Date: 2015 Object of the game: To be the first player to score 500 points. Points are scored by getting rid of all the cards in your hand before your opponent(s). You also score points for cards left in your opponents' hands.",Board Game Shelf GAME UNO CARD GAME,https://youtu.be/_CvaIyRE1Tw,,https://service.mattel.com/instruction_sheets/42001pr.pdf,,,2,10,4; 5; 6,5,30 min,FALSE,TRUE,FALSE,FALSE,Card Game; Children's Game; Numbers,Hand Management; Lose a Turn; Matching; Take That,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6468460,,https://libapps.s3.amazonaws.com/accounts/182919/images/Uno.jpg,Uno.jpg,games_0078.jpg,https://objects.lib.uidaho.edu/games/small/games_0078_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0078_th.jpg,game
games_0079,Upwords,Elliot Rudell,,Hasbro,1982,"Can you turn “dog” into “log”? You can with Upwords! In this high-stacking word game, players place tile letters onto the game board to create new words, or stack and build on top to change existing words. When it’s your turn, easily place your letters by rotating the lazy Susan game board in your direction. Earn points for words a single tile high and points for letters underneath – the higher you stack, the higher you score! If you form two or more words in a single turn, you’ll earn even more points. For additional word-hacking practice, you can improve your Upwords game play by playing solo. Hours of fun games await with this cool, brain-challenging game for kids and adults. How will you stack up? Find out with Upwords!",https://en.wikipedia.org/wiki/Upwords,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996220113301851,Upwords by Parker Brothers Call Number: Board Game Shelf GAME SCRABBLE UPWORDS Publication Date: 2008 Build words by playing letters across or down on the board and by stacking letters on top of letters already on the board to form different words. For 2 to 4 players.,Board Game Shelf GAME SCRABBLE UPWORDS,https://youtu.be/MDkJCplGBZI,,https://www.hasbro.com/common/instruct/04312.pdf,,,2,4,2,8,90 min,FALSE,FALSE,TRUE,FALSE,Word Game,Vocabulary; Spelling; Anagrams; Hand Management; Tile Placement,2004 Gra Roku Game of the Year Nominee,Gra Roku,true,https://libguides.uidaho.edu/c.php?g=894824&p=6508383,,https://libapps.s3.amazonaws.com/accounts/182919/images/Upwords.jpeg,Upwords.jpeg,games_0079.jpg,https://objects.lib.uidaho.edu/games/small/games_0079_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0079_th.jpg,game
games_0080,Vandalopoly,,,Late for the Sky,2018,"A variation on the classic Monopoly game, Gather the Vandal Family to play Vandalopoly, a festive game featuring stops on the University of Idaho campus or around Moscow!",https://www.wikihow.com/Play-Monopoly,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/2vsn7u/alma996230613801851,"Vandalopoly by Late for the sky, University of Idaho Call Number: Board Games Shelf (First Floor) GAME VANDALOPOLY Publication Date: 2018",Board Games Shelf (First Floor) GAME VANDALOPOLY,https://youtu.be/wmZqhFO-QNE,,,,,2,6,,8,1-4 hours,FALSE,FALSE,TRUE,TRUE,Capitalism; Real Estate; University of Idaho,Negotiation; Resource Management; Strategy,,,false,https://libguides.uidaho.edu/c.php?g=894824&p=6468470,,https://libapps.s3.amazonaws.com/accounts/182919/images/Vandalopoly.jpg,Vandalopoly.jpg,games_0080.jpg,https://objects.lib.uidaho.edu/games/small/games_0080_sm.jpg,https://objects.lib.uidaho.edu/games/thumbs/games_0080_th.jpg,game
